codigo_unico,snip,fecha_registro,nombre_inversion,estado,tipo_inversion,programa_pmi,ompi,uf,uei,situacion,decreto_emergencia,cadena_funcional,viabilidad_aprobacion,costo_aprobado,beneficiarios,expediente_tecnico,reg_seguimiento,inicio_ejecucion,fin_ejecucion,inversion_actualizado,sol_controversias,carta_fianza,inver_total,costo_inversion,devengado_acumulado,avance_financiero_acum,saldo,fecha_primerdevengado,fecha_ultimodevengado,seaceobra,seaceconsul,seacebien,seaceserv
2416293,2416293,28/12/2018,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA CALLES 11, JR. TRIUNFO, JR LOS CONQUISTADORES, JR CUSCO, PROLONGACION FRANCISCO BOLOGNESI Y PASAJE DOS DE MAYO EN LA ASOCIACION DE VIVIENDA BELLO HORIZONTE AMAZONICO EN LA  LOCALIDAD MAZUKO DEL DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,29/12/2018,"5,582,529.98","6,700",SI,SI,01/10/2021,31/08/2022,"8,985,491.71",0.0,0.0,"8,985,491.71","8,985,491.71","35,500.00",0.4 %,"8,949,991.71",AGO-2020,SET-2020,,,,
2421619,2421619,23/04/2018,MEJORAMIENTO DE LOS SERVICIOS RECREACIONALES DE LA PARQUE CENTRAL DEL CENTRO POBLADO DE ALERTA - DISTRITO DE TAHUAMANU - PROVINCIA DE TAHUAMANU - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE TAHUAMANU,UF DE LA MUNICIPALIDAD PROVINCIAL DE TAHUAMANU,UEI DE LA MUNICIPALIDAD PROVINCIAL DE TAHUAMANU,VIABLE,NO,AMBIENTE - GESTIÓN INTEGRAL DE LA CALIDAD AMBIENTAL - CONSERVACIÓN Y AMPLIACIÓN DE LAS ÁREAS VERDES Y ORNATO PÚBLICO,27/04/2018,"1,167,736.55","1,538",SI,SI,01/08/2019,29/07/2022,"2,070,527.05",0.0,0.0,"2,070,527.05","2,070,527.05","1,665,074.12",80.4 %,"405,452.92",JUL-2018,NOV-2021,,,"1CONTRATACION DE ADOQUIN DE CONCRETO PARA EL PROYECTO MEJORAMIENTO DE LOS SERVICIOS RECREACIONALES DEL PARQUE CENTRAL DEL C.P DE ALERTACOMERCIAL ARIANA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA00125/01/2021165,600.00165,600.001CONTRATACIÓN DE MADERA DURA 2"" X 2""x1m PARA LA META  - 0064GALLEGOS PERDOMO JANS KRENI07-2020-MP-TAH-GM-SGL28/01/2020201,302.00201,302.001CONTRATACION DE CEMENTO PORTALND IP x42.5 Kg; PARA LA META 0063GRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.02-202014/01/202072,000.0072,000.00",
2439062,2439062,05/03/2019,MEJORAMIENTO Y AMPLIACION DE LA PRESTACIÓN DEL SERVICIO DE EQUIPO MECÁNICO DE LA MUNICIPALIDAD PROVINCIAL DE TAMBOPATA PUERTO MALDONADO DEL DISTRITO DE TAMBOPATA - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TAMBOPATA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TAMBOPATA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE TAMBOPATA,VIABLE,NO,"PLANEAMIENTO, GESTIÓN Y RESERVA DE CONTINGENCIA - GESTIÓN - INFRAESTRUCTURA Y EQUIPAMIENTO",20/03/2019,"14,878,540.92","122,251",NO,SI,01/08/2019,01/01/2020,"14,878,540.92",0.0,0.0,"14,878,540.92","14,878,540.92","67,096.29",0.5 %,"14,811,444.63",JUL-2019,NOV-2019,,,,
2440090,2440090,14/03/2019,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE LIMPIEZA PÚBLICA EN LA CIUDAD DE MAZUKO DEL DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,VIABLE,NO,AMBIENTE - GESTIÓN INTEGRAL DE LA CALIDAD AMBIENTAL - GESTIÓN DE LOS RESIDUOS SÓLIDOS,15/03/2019,"3,302,950.16","2,029",NO,SI,01/07/2019,01/12/2019,"11,240,189.6",0.0,0.0,"11,240,189.6","11,240,189.6","71,200.00",0.6 %,"11,168,989.6",MAR-2020,JUN-2020,,"1SERVICIO DE CONSULTORIA DE OBRAS PARA LA  ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE LIMPIEZA PUBLICA EN LA CIUDAD DE MAZUKO DEL DISTRITO DE INAMBARI PROVINCIA DE TAMBOPATA DEPARTAMENTO MADRE DE DIOSCONSORCIO INAMBARI011-2020-MDI/A14/01/2020178,000.00178,000.00",,
2440969,2440969,21/03/2019,"MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DE LA UNIDAD DE EJECUTORA, PARA ATENCIÓN DE EMERGENCIAS E INTERVENCIONES VIALES  DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,VIABLE,NO,"PLANEAMIENTO, GESTIÓN Y RESERVA DE CONTINGENCIA - RESERVA DE CONTINGENCIA - RESERVA DE CONTINGENCIA",26/03/2019,"4,879,591.88","2,025",SI,SI,20/09/2019,15/12/2022,"4,937,578.58",0.0,0.0,"4,937,578.58","4,937,578.58","3,249,116.18",65.8 %,"1,688,462.4",JUL-2019,FEB-2022,,,"1CONTRATACI¿N DE UN CARGADOR FRONTAL SOBRE RUEDAS DE 195 HP, PARA EL PROYECTO ""MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DE LA UNIDAD EJECUTORA, PARA ATENCI¿N DE EMERGENCIAS E INTERVENCIONES VIALES DEL DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPAORVISA SOCIEDAD ANONIMACONTRATO n°251-2021-MDI/GM05/08/20211,030,000.001,030,000.001ADQUISICIÓN DE MAQUINARIA PESADA: MOTO NIVELADORA ARTICULADAORVISA SOCIEDAD ANONIMACONTRATO N° 004-2019-MDA/A21/10/20191,309,000.00884,000.002ADQUISICIÓN DE MAQUINARIA PESADA: RODILLO LISO VIBRATORIO COMPACTADORORVISA SOCIEDAD ANONIMACONTRATO N° 004-2019-MDA/A21/10/20191,309,000.00425,000.003ADQUISICIÓN DE CAMIÓN VOLQUETE DE 15 m3VOLVO PERU S ACONTRATO N° 002-2019-MDA/A14/10/2019649,900.00649,900.00",
2442624,2442624,01/04/2019,MEJORAMIENTO DE LA PLAZOLETA MAZUKO DEL DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,VIABLE,NO,VIVIENDA Y DESARROLLO URBANO - DESARROLLO URBANO Y RURAL - PLANEAMIENTO Y DESARROLLO URBANO Y RURAL,15/04/2019,"852,692.35","2,029",SI,SI,08/04/2019,20/09/2019,"1,257,495.69",0.0,0.0,"1,257,495.69","1,257,495.69","1,251,921.65",99.6 %,"5,574.04",SET-2019,DIC-2021,,,"1ADQUISICION DE LUMINARIAS PARA EL PROYECTO¿MEJORAMIENTO DE LA PLAZOLETA DE LA CIUDAD DE MAZUKO, DEL DISTRITO DE INAMBARI, PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS¿INSTAELEC SRL63-2019-MDI/A09/12/2019241,400.00241,400.001CEMENTO PORTLAND PUZOLANICO TIPO IP X 42.50 kgGRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.0020523/10/201964,400.0064,400.00","1SERVICIO DE INSTALACION Y MONTAJE DE FUENTE SECA DE AGUA INTERACTIVA Y TABLERO ELECTRICO DE POTENCIA PARA EL PROYECTO MEJORAMIENTO DE LA PLAZOLETA DE LA CIUDAD DE MAZUKO  DEL DISTRITO DE INAMBARI  PROVINCIA DE TAMBOPATA   DEPARTAMENTO DE MADRE DE DIOSCOBE PERU S.R.L.687-2019-mdi/a17/12/2019372,000.00372,000.00"
2448031,2448031,17/05/2019,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DEL NIVEL INICIAL DE LA I.E.I N° 334 GOTITAS DEL SABER  DE LA CIUDAD DE PUERTO MALDONADO DEL DISTRITO DE TAMBOPATA - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,NO,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,AREA FUNCIONAL DE ESTUDIOS Y PROYECTOS - SEDE CENTRAL GOREMAD,UEI  GOBIERNO REGIONAL MADRE DE DIOS-SEDE CENTRAL,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,17/05/2019,"4,859,577.81",225,SI,SI,01/04/2021,30/10/2021,"8,120,748.18",0.0,0.0,"8,120,748.18","8,120,748.18","193,546.16",2.4 %,"7,927,202.02",SET-2019,SET-2020,,,,
2448870,2448870,24/05/2019,CREACION DE LAS CONDICIONES DE  ARTICULACIÓN Y PROMOCIÓN DE LOS EMPRENDIMIENTOS LOCALES DE LAS FAMILIAS  DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,VIABLE,NO,AGROPECUARIA - AGRARIO - INOCUIDAD AGROALIMENTARIA,27/05/2019,"1,369,450.55","2,026",SI,SI,21/10/2019,30/11/2022,"474,145.71",0.0,0.0,"474,145.71","474,145.71","212,803.55",44.9 %,"261,342.16",NOV-2019,DIC-2021,,,,
2449825,2449825,01/06/2019,MEJORAMIENTO DEL CAMINO VECINAL SANTA RITA - CENTROMIN VARIANTE PONAL DEL DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,VIABLE,NO,TRANSPORTE - TRANSPORTE TERRESTRE - VÍAS VECINALES,09/06/2019,"5,343,320.42",754,SI,SI,01/12/2020,30/06/2021,"11,111,744.08",0.0,0.0,"11,111,744.08","11,111,744.08","84,000.00",0.8 %,"11,027,744.08",DIC-2019,AGO-2020,,"1SERVICIO DE CONSULTORIA DE OBRAS PARA LA  ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO MEJORAMIENTO CAMINO VECINAL SANTA RITA CENTROMIN VARIANTE PONAL DEL DISTRITO DE INAMBARI PROVINCIA DE TAMBOPATA DEPARTAMENTO MADRE DE DIOSALVAREZ FLORES RAUL ADEMIR60-2019-mdi/a02/12/2019140,000.00140,000.00",,
2450404,2450404,06/06/2019,MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DE LA I.E.I. N °275 SANTA ROSA DEL DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE INAMBARI,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,08/06/2019,"5,089,315.48",120,SI,SI,30/05/2022,30/08/2023,"6,111,149.54",0.0,0.0,"6,111,149.54","6,111,149.54","85,050.00",1.4 %,"6,026,099.54",JUL-2020,DIC-2020,,"1SERVICIO DE CONSULTORIA DE OBRAS PARA LA  ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DE LA IEI N 275 SANTA ROSA DEL DISTRITO DE INAMBARI PROVINCIA DE TAMBOPATA DEPARTAMENTO MADRE DE DIOSESTEBAN DOMINGUEZ GIAN CARLO025-2020-MDI/GM28/05/202085,050.0085,050.00",,
2450605,2450605,09/06/2019,CREACION DEL SERVICIO DE SEGURIDAD CIUDADANA BOCA COLORADO  DISTRITO DE MADRE DE DIOS - PROVINCIA DE MANU - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,UF DE LA MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,UEI DE LA MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,VIABLE,NO,ORDEN PÚBLICO Y SEGURIDAD - ORDEN INTERNO - SEGURIDAD VECINAL Y COMUNAL,12/06/2019,"3,639,965.49","1,560,100",NO,SI,01/06/2020,01/12/2020,"3,994,599.44",0.0,0.0,"3,994,599.44","3,994,599.44","219,216.35",5.5 %,"3,775,383.09",JUL-2020,NOV-2020,,,,
2450610,2450610,09/06/2019,MEJORAMIENTO DE LA AV. COLORADO DEL CENTRO POBLADO DE VILLA BOCA COLORADO DEL DISTRITO DE MADRE DE DIOS - PROVINCIA DE MANU - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,UF DE LA MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,UEI DE LA MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,12/06/2019,"7,090,222.59",610,SI,SI,01/06/2021,31/12/2024,"7,101,755.7",0.0,0.0,"7,101,755.7","7,101,755.7","211,820.72",3 %,"6,889,934.98",JUL-2020,NOV-2021,,,,
