codigo_unico,snip,fecha_registro,nombre_inversion,estado,tipo_inversion,programa_pmi,ompi,uf,uei,situacion,decreto_emergencia,cadena_funcional,viabilidad_aprobacion,costo_aprobado,beneficiarios,expediente_tecnico,reg_seguimiento,inicio_ejecucion,fin_ejecucion,inversion_actualizado,sol_controversias,carta_fianza,inver_total,costo_inversion,devengado_acumulado,avance_financiero_acum,saldo,fecha_primerdevengado,fecha_ultimodevengado,seaceobra,seaceconsul,seacebien,seaceserv
2201746,277388,21/10/2013,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E. JORGE BASADRE - EL ALAMOR - DISTRITO DE LANCONES -, PROVINCIA DE SULLANA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LANCONES,UF DE LA MUNICIPALIDAD DISTRITAL DE LANCONES,UEI DE LA MUNICIPALIDAD DISTRITAL DE LANCONES,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN SECUNDARIA,15/09/2014,"5,960,145.00","1,585",SI,SI,15/11/2017,15/05/2018,"7,241,060.46",0.00,0.0,"7,241,060.46","7,241,060.46","7,188,130.62",99.3 %,"52,929.83",DIC-2017,DIC-2018,"1MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E.  JORGE BASADRE  ALAMOR DISTRITO DE LANCONES PROVINCIA DE SULLANA PIURACONSORCIO EL ALAMOR001-201726/10/20176,828,193.006,828,193.00","1SERVICIO DE CONSULTORIA PARA LA SUPERVISION - LIQUIDACION DE OBRA  MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E. JORGE BASADRE  ALAMOR DISTRITO DE LANCONES  PROVINCIA DE SULLANA PIURAPUÑO ESPINOZA GERALD RICARDO01-201726/10/2017207,877.00207,877.00",,
2202058,302854,28/08/2014,"MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",CERRADO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA,VIABLE,NO,ORDEN PÚBLICO Y SEGURIDAD - ORDEN INTERNO - SEGURIDAD VECINAL Y COMUNAL,08/09/2014,"541,230.57","38,947",SI,SI,,,"442,702.5",0.00,0.0,"442,702.5","442,702.5","620,939.68",140.3 %,"-178,237.18",DIC-2014,OCT-2017,,,,
2202265,266658,09/07/2013,"MEJORAMIENTO DEL SERVICIO DE AGUA E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO EN LA LOCALIDAD DE ANCHALAY, DISTRITO DE JILILI, PROVINCIA DE AYABACA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,SUB GERENCIA DE ESTUDIOS Y PROYECTOS (SGEP),,VIABLE,NO,SANEAMIENTO - SANEAMIENTO - SANEAMIENTO RURAL,01/08/2013,"666,910.14",230,SI,NO,,,"917,107.77",0.00,0.0,"917,107.77","917,107.77","916,607.56",99.9 %,500.20,NOV-2015,SET-2016,"1MEJORAMIENTO DEL SERVICIO DE AGUA E INSTALACION DEL SERVICIO DE SANEAMIENTO EN LA LOCALIDAD DE ANCHALAY, DISTRITO DE JILILITRANSPORTES  Y  NEGOCIOS GENERALES REYNA  DEL  CISNE EIRL121-2015-MDFJ24/12/2015855,458.00855,458.00",,,
2212812,207617,12/03/2012,"MEJORAMIENTO DE PISTAS Y VEREDAS DE LAS CALLES DEL CASERIO CUCHUPAMPA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,UF DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,29/03/2012,"7,291,158.00",745,SI,NO,,,"10,513,725.33",0.00,0.0,"10,513,725.33","10,513,725.33","10,141,010.6",96.5 %,"372,714.73",OCT-2015,ABR-2019,,,,
2212876,208817,19/03/2012,"MEJORAMIENTO DE PISTAS Y VEREDAS EN LA AGRUPACION VECINAL VICTOR RAUL HAYA DE LA TORRE DEL DISTRITO DE QUERECOTILLO, PROVINCIA DE SULLANA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,UF DE LA MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,18/05/2012,"1,039,087.09",465,SI,SI,03/01/2014,31/12/2014,"1,455,657.73",0.00,0.0,"1,455,657.73","1,455,657.73","1,445,278.02",99.3 %,"10,379.70",FEB-2014,JUL-2019,,,,
2212898,201259,05/01/2012,"MEJORAMIENTO DE PISTAS Y VEREDAS EN LAS CALLES MARISCAL AVELINO CACERES, LAS PALMAS DEL NORTE, GIRASOLES, INDEPENDENCIA Y LOS COCOS  DEL A.H LUCAS CUTIVALU, DISTRITO DE CATACAOS - PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS,UF DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS,UEI DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,06/02/2012,"3,312,416.00","1,590",SI,NO,,,"5,019,352.24","107,589.29",0.0,"5,126,941.53","5,126,941.53","4,649,258.3",90.7 %,"477,683.23",MAY-2013,SET-2018,,,,
2213617,197266,07/12/2011,"MEJORAMIENTO DEL DREN PLUVIAL Y CALLES COLECTORAS DEL BARRIO SUR DEL DISTRITO DE SALITRAL, PROVINCIA DE SULLANA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL PIURA,GERENCIA SUB REGIONAL LUCIANO CASTILLO COLONNA,UEIPI-GSRLCC,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,18/02/2016,"4,845,434.00","2,127",SI,SI,01/02/2018,15/07/2023,"4,697,586.68",0.00,0.0,"4,697,586.68","4,697,586.68","1,498,645.47",31.9 %,"3,198,941.21",OCT-2016,DIC-2018,,,,
2214199,220485,24/06/2012,"MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL DE LA I.E. N° 310 DEL CERCADO DE YAMANGO, DISTRITO DE YAMANGO - MORROPON - PIURA",CERRADO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE YAMANGO,UNIDAD FORMULADORA,UEI DE LA MUNICIPALIDAD DISTRITAL DE YAMANGO,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,12/07/2012,"228,507.49",410,NO,SI,,,"228,507.49",0.00,0.0,"228,507.49","228,507.49","161,612.64",70.7 %,"66,894.84",AGO-2012,DIC-2013,,,,
2216054,207876,13/03/2012,"MEJORAMIENTO Y EQUIPAMIENTO  DE LA I.E  SAN MIGUEL DE MARCAVELICA, DISTRITO DE MARCAVELICA - SULLANA - PIURA",CERRADO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,UF DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,UEI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN PRIMARIA,13/03/2012,"4,015,957.00","3,050",SI,NO,,,"5,186,181.24",0.00,0.0,"5,186,181.24","5,186,181.24","136,833.00",2.6 %,"5,049,348.24",ABR-2015,AGO-2020,,"1SUPERVISION DE LA OBRACONSORCIO JyW INGENIEROSCONTRATO DE SUPERVISION DE OBRA N° 005-2020/MDM-SGAYCP23/11/2020503,223.00503,223.001ELABORACION DE EXPEDIENTE TECNICO MEJORAMIENTO Y EQUIPAMIENTO DE LA IE SAN MIGUEL DE TANGARARA CP. TANGARARA, DISTRITO DE MARCAVELICA-SULLANA-PIURA.SAN MIGUEL2308/04/2015100,000.00100,000.00",,
2233878,236644,18/10/2012,CONSTRUCCION DE PUENTE  VEHICULAR  Y PEATONAL JUAN PABLO  II Y ACCESOS - PIURA,CERRADO,PROYECTO DE INVERSION,NO,OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-SEDE CENTRAL,UEI DE LA GOBIERNO REGIONAL PIURA,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,14/04/2014,"43,730,051.00","426,898",SI,SI,21/11/2017,03/03/2023,"63,408,589.44",0.00,0.0,"63,408,589.44","63,408,589.44","63,408,589.44",100 %,0.00,OCT-2016,MAR-2020,,,,
2234027,207734,12/03/2012,CREACION Y EQUIPAMIENTO DEL COMEDOR LA UNIVERSIDAD NACIONAL DE FRONTERA DISTRITO Y PROVINCIA DE SULLANA,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL MINISTERIO DE EDUCACION,UNFS - UNIDAD FORMULADORA DE PROYECTOS,UNFS - UNIDAD EJECUTORA DE INVERSIONES,VIABLE,NO,EDUCACIÓN - EDUCACIÓN SUPERIOR - EDUCACIÓN SUPERIOR UNIVERSITARIA,27/01/2014,"1,010,635.8","2,142",SI,SI,01/07/2017,01/02/2023,"3,596,514.11",0.00,0.0,"3,596,514.11","3,596,514.11","3,538,292.22",98.4 %,"58,221.88",MAR-2016,OCT-2021,"1Ejecución de la obra: Creación y equipamiento del Comedor de la Universidad Nacional de Frontera Distrito y Provincia de SullanaCONSORCIO SULLANA100-2017-UNFS24/08/20173,009,239.003,009,239.00","1Supervisión de la obra: Creación y equipamiento del Comedor de la Universidad Nacional de Frontera del Distrito y Provincia de Sullana - PiuraCONSORCIO SULLANA95-2017-unfs09/08/2017102,476.00102,476.001Servicio de Elaboración de Expediente Tecnico del Proyecto Creacion y Equipamiento del Comedor de la Universidad Nacional de Frontera Distrito y Provincia de SullanaTALLEDO COVENAS JOSE FRANKLIN005-2016-UNFS27/01/201664,699.0064,699.00",,
2235978,212323,22/06/2012,"MEJORAMIENTO DEL CAMINO VECINAL INTEGRADOR DESDE LAS LOMAS, PALMERAS, LAS PEÑITAS, PAMPA ELERA BAJA, PAMPA ELERA ALTA HASTA CHIPILLICO DISTRITO DE LAS LOMAS, PROVINCIA DE PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UEI DE LA MUNICIPALIDAD DISTRITAL DE LAS LOMAS,VIABLE,NO,TRANSPORTE - TRANSPORTE TERRESTRE - VÍAS VECINALES,19/12/2013,"28,316,778.00","11,230",SI,SI,24/09/2015,23/12/2018,"31,926,839.9",0.00,0.0,"31,926,839.9","31,926,839.9","31,948,715.01",100.1 %,"-21,875.11",DIC-2015,JUL-2019,"1EJECUCIÓN DE OBRACONSORCIO VIAL LAS LOMASCONTRATO DE OBRA N° 01-2017-MDLL06/10/201733,175,360.0033,175,360.00","1SUPERVISION DE OBRAAREVALO LAY VICTOR ELEUTERIOCONTRATO DE CONSULTORIA DE OBRA N° 007-2017-MDLL18/07/2017319,541.00319,541.001ELABORACION DE EXPEDIENTE TECNICOCONSORCIO PIURACONTRATO DE CONSULTORIA DE OBRA N° 005-2015-MDLL23/09/2015400,000.00400,000.00",,
2236230,236013,12/10/2012,"CREACION DE LA PLAZUELA EN EL AAHH. MARTHA CHAVEZ, DISTRITO DE PARIÑAS, PROVINCIA DE TALARA - PIURA",CERRADO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,VIABLE,NO,CULTURA Y DEPORTE - DEPORTES - INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,19/12/2014,"1,176,516.31",345,SI,NO,,,"1,229,236.49",0.00,0.0,"1,229,236.49","1,229,236.49","86,709.12",7.1 %,"1,142,527.37",OCT-2015,DIC-2017,,,,
2236657,252429,19/11/2018,CREACION DE PLATAFORMA DE DEPORTIVA EN LA ASOCIACION PROVIVIENDA LA PRIMAVERA DEL DISTRITO DE PIURA - PROVINCIA DE PIURA - DEPARTAMENTO DE PIURA,ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,VIABLE,NO,CULTURA Y DEPORTE - DEPORTES - INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,27/11/2018,"1,233,153.65",298,SI,SI,15/08/2019,15/06/2025,"1,675,700.62",0.00,0.0,"1,675,700.62","1,675,700.62","617,933.12",36.9 %,"1,057,767.5",AGO-2019,SET-2021,,,,
2236894,257234,19/04/2013,"MEJORAMIENTO DEL SERVICIO EDUCATIVO EN EDUCACION INICIAL Y PRIMARIA EN LA I.E N14121 DEL CASERIO ALTO DE LOS CASTILLOS DEL DISTRITO DE LA ARENA , PROVINCIA DE PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LA ARENA,UF DE LA MUNICIPALIDAD DISTRITAL DE LA ARENA,UEI DE LA MUNICIPALIDAD DISTRITAL DE LA ARENA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN PRIMARIA,04/10/2013,"6,536,227.00",833,SI,SI,01/09/2016,31/12/2021,"7,454,409.77",0.00,0.0,"7,454,409.77","7,454,409.77","7,403,409.00",99.3 %,"51,000.76",AGO-2016,DIC-2018,"1MEJORAMIENTO DEL SERVICIO EDUCATIVO EN EDUCACION INICIAL   PRIMARIA DE LA IE N 14121 DEL CASERIO DE ALTO DE LOS CASTILLO DEL DISTRITO DE LA ARENA PROVINCIA PIURALUCIANAS/N22/11/20167,165,767.007,165,767.00","1CONSULTORIA  PARA LA SUPERVISION  DE LA OBRA MEJORAMIENTO  DE LOS SEVICIOS EDUCATIVOS  EN EDUCACION INICIAL  PRIMARIA DE LA I.E N 14121 DEL CASERIO ALTO DE LOS CASTILLO DISTRITO DE LA ARENA PROVINCIA DE PIURAPARINASsn14/12/2016214,643.00214,643.00",,
2237439,263490,21/06/2018,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL A.H. ANTONIO RAIMONDI DE LA UPIS LUIS ANTONIO EGUIGUREN  DISTRITO DE PIURA - PROVINCIA DE PIURA - DEPARTAMENTO DE PIURA,ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,05/07/2018,"989,889.6",440,SI,SI,25/06/2019,20/04/2024,"1,377,167.07",0.00,0.0,"1,377,167.07","1,377,167.07","1,164,620.29",84.6 %,"212,546.78",NOV-2018,OCT-2020,,,,
2237449,263610,29/10/2013,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION PRIMARIA Y SECUNDARIA DE LA I.E. 14472 VIRGEN DE LAS MERCEDES EN  EL CENTRO POBLADO SHAPAYA,DISTRITO EL CARMEN DE LA FRONTERA, PROVINCIA DE HUANCABAMBA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CARMEN DE LA FRONTERA,UF MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA,UEI DE LA MUNICIPALIDAD DISTRITAL DE CARMEN DE LA FRONTERA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN SECUNDARIA,20/11/2013,"7,948,567.00","2,664",SI,SI,01/12/2015,13/10/2016,"8,793,255.28",0.00,0.0,"8,793,255.28","8,793,255.28","8,793,252.63",100 %,2.64,AGO-2015,AGO-2021,,,,
2237694,265138,08/07/2013,"MEJORAMIENTO DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO DEL CANAL CACHACO NAGAYPAMPA EN EL ANEXO CHORRILLOS DEL SECTOR PINGOLA, COMUNIDAD CAMPESINA ARREYPITE-PINGOLA, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",DESACTIVADO PERMANENTE,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA,,VIABLE,NO,AGROPECUARIA - RIEGO - INFRAESTRUCTURA DE RIEGO,01/08/2013,"740,647.16",200,NO,NO,,,"740,647.16",0.00,0.0,"740,647.16","740,647.16",0.00,0 %,"740,647.16",,,,,,
2237829,265791,01/07/2013,"MEJORAMIENTO DEL AREA DE ESPARCIMIENTO EN EL SECTOR NUEVA ESPERANZA DEL CENTRO POBLADO DE CIENEGUILLO CENTRO, PROVINCIA DE SULLANA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,UF DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,VIABLE,NO,AMBIENTE - GESTIÓN INTEGRAL DE LA CALIDAD AMBIENTAL - CONSERVACIÓN Y AMPLIACIÓN DE LAS ÁREAS VERDES Y ORNATO PÚBLICO,03/10/2013,"876,280.00",917,SI,SI,03/05/2019,03/07/2020,"1,110,464.49",0.00,0.0,"1,110,464.49","1,110,464.49","1,086,461.33",97.8 %,"24,003.15",DIC-2016,OCT-2020,,,,
2238106,267044,08/02/2018,"MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DE LOS CENTROS POBLADOS PUENTE DE LOS SERRANOS, LA HORCA, EL PORVENIR Y LA PEÑA  DISTRITO DE QUERECOTILLO - PROVINCIA DE SULLANA - DEPARTAMENTO DE PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,UF DE LA MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,VIABLE,NO,SANEAMIENTO - SANEAMIENTO - SANEAMIENTO RURAL,12/02/2018,"12,709,275.73","6,564",SI,NO,01/10/2019,31/12/2023,"18,979,240.11",0.00,0.0,"18,979,240.11","18,979,240.11","160,406.25",0.8 %,"18,818,833.86",SET-2019,DIC-2019,,"1CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PROYECTO: ¿MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DE LOS CENTROS POBLADOS PUENTE DE LOS SERRANOS, LA HORCA, EL PORVENIR Y LA PEÑA DISTRITO DE QUERECOTILLO - PROVINCIA DE SULLANA - DEPARTAMENTO DE PIURA¿, CON CÓDIGO ÚNICO DE INVERSIÓN N° 2238106CONSORCIO QUERECOTILLO003-2019-MDQ14/08/2019160,406.00160,406.00",,
2238488,268529,02/07/2018,CREACION PLATAFORMA DEPORTIVA URB LOS TALLANES DEL DISTRITO DE PIURA - PROVINCIA DE PIURA - DEPARTAMENTO DE PIURA,ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,VIABLE,NO,CULTURA Y DEPORTE - DEPORTES - INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,03/07/2018,"312,693.63","2,635",SI,SI,13/07/2019,25/05/2025,"673,412.17",0.00,0.0,"673,412.17","673,412.17","615,216.05",91.4 %,"58,196.11",JUN-2019,OCT-2021,,,,
2238896,270338,09/08/2013,"MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN EL CANAL CANIZAL,  DISTRITO LA UNION, PROVINCIA DE PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LA UNION,UF DE LA MUNICIPALIDAD DISTRITAL DE LA UNION,UEI DE LA MUNICIPALIDAD DISTRITAL DE LA UNION,VIABLE,NO,AGROPECUARIA - RIEGO - INFRAESTRUCTURA DE RIEGO,10/07/2017,"1,315,930.00",91,SI,SI,15/09/2021,25/08/2022,"5,787,971.64",0.00,0.0,"5,787,971.64","5,787,971.64","33,500.00",0.6 %,"5,754,471.64",SET-2019,SET-2019,,,,
2239024,270817,15/08/2013,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LAS INSTITUCIONES EDUCATIVAS DEL CASERIO DE ROSAS, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",CERRADO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,UF DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN SECUNDARIA,20/08/2013,"4,803,335.00","2,818",SI,SI,14/06/2018,30/08/2018,"6,939,341.49",0.00,0.0,"6,939,341.49","6,939,341.49","6,893,634.67",99.3 %,"45,706.82",MAY-2017,DIC-2018,"1EJECUCIÓN DE LA OBRA: MEJORAMIENTO  DEL SERVICIO EDUCATIVO DE LAS INSTITUCIONES EDUCATIVAS DEL CASERIO DE ROSAS- DISTRITO DE HUARMACA- HUANCABAMBA- PIURA.CONSORCIO JKMB HUARMACA247-201725/08/20175,931,957.005,931,957.00","1SUPERVISIÓN DE LA OBRA: MEJORAMIENTO  DEL SERVICIO EDUCATIVO DE LAS INSTITUCIONES EDUCATIVAS DEL CASERÍO DE ROSAS- DISTRITO DE HUARMACA- HUANCABAMBA- PIURA.CONSORCIO ARCANGEL GABRIEL237-201717/08/2017168,086.00168,086.00","1MOBILIARIO ESCOLAR DE MADERA PARA EDUCACION INICIAL (MESA Y SILLAS)INDUSTRIA MADERERA RIVERA GROUP S.A.C.048-201806/07/2018126,000.0045,290.002MOBILIARIO ESCOLAR DE MADERA PARA EDUCACION PRIMARIA (MESA Y SILLA)INDUSTRIA MADERERA RIVERA GROUP S.A.C.048-201806/07/2018126,000.0042,500.003MOBILIARIO ESCOLAR DE MADERA PARA EDUCACION SECUNDARIA (MESA Y SILLA)INDUSTRIA MADERERA RIVERA GROUP S.A.C.048-201806/07/2018126,000.0038,210.00",
2239169,271501,22/08/2013,"INSTALACION DE LOS SERVICIOS DE SALUD  DE PRIMER NIVEL DE COMPLEJIDAD I-1 EN LA LOCALIDAD DE HUALCUY, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",CERRADO,PROYECTO DE INVERSION,NO,OPMI DEL GOBIERNO REGIONAL PIURA,GERENCIA SUB REGIONAL LUCIANO CASTILLO COLONNA,UEIPI-GSRLCC,VIABLE,NO,SALUD - SALUD INDIVIDUAL - ATENCIÓN MÉDICA BÁSICA,02/09/2013,"624,084.17","2,069",SI,SI,15/05/2018,17/05/2019,"1,232,494.16",0.00,0.0,"1,232,494.16","1,232,494.16","1,232,494.16",100 %,0.00,NOV-2016,DIC-2019,,"1Supervisión de la Obra: INSTALACION Y MEJORAMIENTO DE LOS SERVICIOS DE SALUD I-1 EN LA PROVINCIA DE AYABACA-PIURACONSORCIO SUPERVISOR AYABACA005-2018/GRP-GRSLCC-G28/03/2018341,964.00341,964.001SERVICIO DE ELABORACION DE EXPEDIENTE TECNICO DE LOS PROECTOS: INSTALACION DE LOS SERVICIOS DE SALUD DE PRIMER NIVEL DE COMPLEJIDAD I-1 EN LA LOCALIDADA DE HUILCO AABACA - PIURA; MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL PUESTO DE SALUD I-1 EL TOLDO EN EL SECTOR EL TOLDO - AABACA- PIURA; INSTALACION DE LOS SERVICIOS DE SALUD DE PRIMER NIVEL DE COMPLEJIDAD I-1 EN LA LOCALIDAD DE HUALCU- AABACA -PIURA; INSTALACION DE LOS SERVICIOS DE SALUD DE PRIMER NIVEL DE COMPLEJIDAD JORAS - AABACA - PICONSORCIO PS AYABACA004-2015/GOB.REG.PIURA-GSRLCC-G03/02/201699,980.0099,980.00",,
2239176,271526,04/09/2013,"MEJORAMIENTO DE INFRAESTRUCTURA VIAL Y PEATONAL DEL C.P. VISTA FLORIDA, DISTRITO DE MARCAVELICA - SULLANA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,UF DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,UEI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,22/10/2013,"3,542,297.00","1,012",SI,SI,15/09/2018,15/11/2023,"1,185,190.5",0.00,0.0,"1,185,190.5","1,185,190.5","1,183,826.72",99.9 %,"1,363.78",JUL-2015,JUL-2020,"1MEJORAMIENTO DE INFRAESTRUCTURA VIAL Y PEATONAL EN EL CP VISTA FLORIDA, DISTRITO DE MARCAVELICA - SULLANA - PIURA - II ETAPA META: PAVIMENTO VEHICULAR CON ADOQUINES DE CONCRETO.CONSORCIO TALLAN002-2019-MDM-ABAST14/08/2019552,103.00552,103.001MEJORAMIENTO DE INFRAESTRUCTURA VIAL Y PEATONAL EN CP. VISTA FLORIDA, DISTRITO DE MARCAVELICA-SULLANA-PIURA, I ETAPA, META PAVIMENTO VEHICULAR CON ADOQUINESPRIMAVERA10122/10/2018408,406.00408,406.00","1ELABORACIÓN DE EXPEDIENTE TÉCNICO MEJORAMIENTO DE INFRAESTRUCTURA VIAL Y PEATONAL DEL CP. VISTA FLORIDA, MARCAVELICA-SULLANA-PIURATORRES PECHE MANUEL RICARDO4909/06/201539,900.0039,900.00",,
