nombre,n_informes,region
GRACIANO ROMERO SAYA,0,cusco
ALEJANDRO QUISPE QUISPE,5,cusco
MAXIMO JAVIER APARICIO ZAMBRANO,0,cusco
ANDRES LYNDOM AGUIRRE JALIRE,0,cusco
IVAN ESPIRILLA CHARA,0,cusco
KENNETH GERARDO VIZCARDO TORRES,0,cusco
ELDEBRANDO CORDOVA BASILIO,0,cusco
NOEMI UGARTE CHINO,0,cusco
KARLO FRANCISCO GARCIA ANDRADE,0,cusco
CARLOS ENRIQUE CABRERA ANDRADE,0,cusco
JHON HIPOLITO FUENTES TORRES,0,cusco
JOSE EDUARDO HUANCACHOQUE USCA,0,cusco
KELVIN VANDRE NIN CASTILLA,0,cusco
ALFREDO ABARCA ANCORI,0,cusco
JUAN JULIO HUAMANI MUNOZ,1,cusco
EUSTAQUIO CHAMPI PINCHI,0,cusco
HELEN ZUNIGA CHOQUEHUANCA,0,cusco
WILVER CHAUPE CCAHUA,0,cusco
WILFREDO PUMA CHURAPA,0,cusco
ORLANDO PACHECO URQUIZO,0,cusco
ALCIDES AYBAR SANTOS,1,cusco
RONALD SARMIENTO LUNA,1,cusco
AMNER ROLANDO OLIVERA ENRIQUEZ,2,cusco
JOSE HERNAN CCAHUACHIA HUILLCA,1,cusco
JOSE CHACCA CHACCA,0,cusco
MARIO COLQUE CCAHUANA,0,cusco
NELSON HUMBERTO MARQUEZ,0,cusco
BELTRAN ERAZO QUISPE,0,cusco
MICHAEL MAX HERRERA CHAMPI,0,cusco
PAUL ERWIN CASTRO ORTIZ,0,cusco
KARINA QUISPE NINA,2,cusco
HEBER VALERIO CHAHUARA CHACCA,0,cusco
JUAN RAMON RIMACHI CCAMA,0,cusco
FRANCISCO HUANCA SONCCO,3,cusco
SONIA ALAVARO GUTIERREZ,0,cusco
JOSE MAURO PILLCO QUISPE,2,cusco
FERLI PALOMINO VILLENA,0,cusco
DAISY RAQUEL IBARRA FABRE,0,cusco
PAUL IRWIN ORTIZ CASTRO,0,cusco
OMAR BAYLON SANCHEZ MORENO,0,cusco
MARCO ANTONIO CARRASCO CCOYURI,0,cusco
MARIBEL LIMASCCA RIVERA,0,cusco
LISBETH CAROLINA MAMANI GOMEZ,0,cusco
GUIDO MAMANI PADDO,0,cusco
DIANA MERCADO PACCO,0,cusco
CELIA SEQUEIROS HERRERA,0,cusco
TORIBIO SULLA ARREGUI,0,cusco
EVARISTO BERNARDO SOTO LUJAN,0,cusco
MARCO ANTONIO CAVERO BACA,0,cusco
EFRAIN FLORES RODRIGUEZ,7,cusco
DOMINIQUE MARC LACROIX STROBBE,1,cusco
CARLOS PALIZA ORTEGA,1,cusco
ABRAHAN QUILLCA DELGADO,0,cusco
CESAR AUGUSTO ARZUBIALDE PALOMINO,1,cusco
LILIANA TEOFILA MINA HUILLCA,0,cusco
AMALIA AYDE ARAUJO MAMANI,0,cusco
MILTON ANTONIO PUMAJULCA BENITES,0,cusco
JOSE WILFREDO HURTADO ALANYA,0,cusco
JAIME QUISPE CAHUANA,0,cusco
VIANNE ARNADO ELIAS,0,cusco
WILBER APAZA CHINO,0,cusco
CARLA ANGELICA SOTOMAYOR CHAPARRO,0,cusco
HEIDY BEGAZO BUSTINZA,0,cusco
GLISERIO ALFARO VALENCIA,0,cusco
ANDRES ROBERTO NINA MONTIEL,0,cusco
JOSE ORLANDO FERNANDEZ GARCIA,6,cusco
RUT CELINA AYRAMPO NAVARRO,0,cusco
CRISTHEL LABRA VALENCIA,0,cusco
LUCILA OLIVARES TORRES,0,cusco
ABELARDO PAUCCAR ROJAS,0,cusco
EDITH GAMARRA GONZALES,2,cusco
JAIME MARTIN YAULI CHUCTAYA,0,cusco
VICENTE CALLO CONDORI,0,cusco
EDWIN JESUS PALOMINO SOTOMAYOR,0,cusco
YOLINTON CARPIO CALDERON,0,cusco
WILBER CCORIMANYA GUARDANAULA,0,cusco
JULIO LAZO ALVAREZ,2,cusco
YOEL RAYME VALENZUELA,0,cusco
CELINA AUCCATINCO ZELADA,0,cusco
RICHARD LENIN CALDERON CALLA,0,cusco
MIRIAM GUTIERREZ PAUCAR,0,cusco
VLADIMIR PAUL SIMON ECHEGARAY,2,cusco
SALOME GAMARRA BACA,0,cusco
JOSE ANTONIO CCAHUANA BECERRA,0,cusco
FANEL MESCCO PUMASUPA,0,cusco
HAYDEE URQUIZO QUISPE,1,cusco
YOVANA QUISPE JORGE,1,cusco
ROMULO VICTOR GARCIA LOAIZA,2,cusco
JORGE VARGAS FEBRES,0,cusco
NATALIA GUARDANAULA ATAUCHI,0,cusco
HECTOR MANUEL RODRIGUEZ MUNDACA,0,cusco
MIGUEL ALFREDO PEREZ BRAVO,3,cusco
MELISSA YOSSIA MELGAREJO CASAFRANCA,0,cusco
JUSTO HERNAN BACA SEVILLANOS,0,cusco
WILMER PRADO QUISPE,0,cusco
JUAN MANUEL PORRAS ESCOBEDO,0,cusco
CORNEJO MARVIN STIVEN VENTURA,0,cusco
PAUL CASTRO ORTIZ,2,cusco
JUAN ALMANZA QUISPE,0,cusco
SANTOS YUCA MEZA,0,cusco
DIONICIO MANCCO HUAMAN,1,cusco
DANTE ASTETE CANAL,0,cusco
WILIAN CONDORAPA QUISPE,0,cusco
HAYVANJO DEYVERLEE ROSAS LAURA,0,cusco
JOSE LUIS YABAR ACURIO,0,cusco
RONALD GABRIEL CHUQUIMANTARI ROSALES,0,cusco
KELY VELARDE RAMIREZ,0,cusco
FLORA LABRA CHOQUEPUA,0,cusco
MARIELA JURURO QUISPE,0,cusco
VALERIO FRANCISCO MARRON LAROTA,0,cusco
LUIS ROLANDO CAMPOS PALOMINO,0,cusco
JULIO CESAR ZAVALETA CHARCA,0,cusco
ROGER SALCEDO DOMINGUEZ,0,cusco
EDITH KETTY BALSA QUISPE,0,cusco
JOSE SEBASTIAN ESPEJO HUAMAN,0,cusco
JESSICA FLORES CONDORI,1,cusco
FIORELLA VIKEISY MENDOZA GINCHO,0,cusco
YURI VLADIMIR NIEVES NUNONCCA,0,cusco
YERSON REYSON CENTENO VILLENA,0,cusco
VICTOR FELICIANO QUINTANILLA CALLANAUPA,0,cusco
MITCHEL JOSE ESPINOZA CAYAMARCA,1,cusco
MELQUIADES PACCHA MIRANO,1,cusco
AURA NATALIA CANTERO LOAIZA,0,cusco
ROSALIA VANESA GARCIA OCHOA,0,cusco
NELSON LOAIZA SUAREZ,0,cusco
COSME GUTIERREZ HUANAHUI,0,cusco
NELY REYES CAMANI,0,cusco
ANTONY CONDORI TAPIA,0,cusco
BEATRIZ RODRIGUEZ YEPEZ,0,cusco
NAYDA DUENAS ALARCON,0,cusco
ROSSEMARY TITO CHALLCO,0,cusco
WILBERT HUAMAN ESPINOZA,2,cusco
JULIO CESAR RIOS PFOCCOHUANCA,0,cusco
ROMULO VICTOR GARCIA GARCIA,7,cusco
MARIA AVILES SANCHEZ,0,cusco
MARIO JUCHARO LAYME,0,cusco
JUAN YAULI SAICO,0,cusco
YIMI PONCE RIMACHI,0,cusco
ELIAS ROMERO MAYHUA,3,cusco
JESUS RAMOS ROA,0,cusco
SANTOS NINA NINA,5,cusco
GENARO HUILLCANINA PAUCARMAITA,0,cusco
JHON ALLER AUCCACUSI,0,cusco
IVONNE GISELL ESTRADA ZEA,0,cusco
JHOEL CARLOS SALAS HUALLAP,0,cusco
LEONARDO OLARTE ALEGRIA,0,cusco
CASAR RODRIGUEZ LIRA,0,cusco
LUIS ALBERTO LUNA LOAIZA,0,cusco
ALEJANDRO TANTALLA OCHOA,0,cusco
LORIHAN SANTOS ESCALANTE,0,cusco
JUAN ADRIAN SEVILLANO VELA,0,cusco
RUBEN QUISPE SANCHEZ,5,cusco
MARCO CHUQUIMACO LIPA,0,cusco
WILIAN PFURO VETANCUR,0,cusco
JAKELINE RAMIREZ CASTRO,0,cusco
HECTOR ZAMORA CCENTE,0,cusco
ALBINO GOMEZ PRADO,0,cusco
ETNA CINTHIA ESQUIVEL PAUCAR,0,cusco
PIO CCOLQQUE CHUCO,0,cusco
CARLOS IVAN QUIROZ PEREZ,3,cusco
WASHINGTON AYMA COILA,0,cusco
NILDA CONDE CJUIRO,0,cusco
SANDRA WARTON BERNIDO,0,cusco
FABIANA RIMACHI CALLAPINA,0,cusco
SHANE MARCELINO MACHACA CALSIN,0,cusco
KARENNY VILCHEZ BASUALDO,0,cusco
MILUSKA ELORRIETA CARBAJAL,0,cusco
EDWIN TINCO CUITAR,0,cusco
RONAL TORRES HUILLCA,0,cusco
JULIO CESAR RIOS FLORES,9,cusco
JHIN EDSON LOAIZA VELARDE,0,cusco
JHIN EDSON LOAYZA VELARDE,0,cusco
ROBERTO CARLOS ZEVALLOS TAPIA,0,cusco
FELIPE VILA CONDORI,2,cusco
JOSE ANTONIO CARRASCO MASCARO,0,cusco
JOSE YONATAN HUAMAN VARGAS,0,cusco
EDWIN DUENAS PINTO,1,cusco
DELIA HUAICHO FUENTES,0,cusco
MARTHA CHOQUEHUANCA CHUQUITAPA,0,cusco
DELIA DANNYTZA QUISPE LEZAMA,0,cusco
AMANCIE HUAMANI PINTO,0,cusco
RENE RICHARD MAMANI MARON,0,cusco
HEBER DARWIN GUTIERREZ VALLEJO,0,cusco
NOLBERTO CASTILLO QUISPE,0,cusco
PERCI GAMARRA CANAVAL,1,cusco
DAVID CASTRO SALAZAR,5,cusco
CLEVERTH PINEDO VARGAS,1,cusco
AMERICO PERCCA CCOAQUIRA,0,cusco
RAUL MARVIN MAMANI MORALES,0,cusco
PAULO CESAR QUISPE CHOQQUE,0,cusco
JORGE GUILLERMO RUELAS MOSCOSO,0,cusco
YENY CHOQUEMAQUE MAMANI,0,cusco
JULIO MARTIN CACERES NUNEZ,0,cusco
JOSE SANTIAGO CASTILLO ESQUINARILA,0,cusco
ALEX CANAHUIRE CHOQUEPATA,1,cusco
JULIO C FLOREZ PALOMINO,0,cusco
CESAR MANUEL CARDENAS MAMANI,3,cusco
EDGAR QUISPE CHUYACAMA,0,cusco
JULIAN DOMINGUEZ MENDOZA,1,cusco
ARMANDO BORDA PUMA,0,cusco
HENRY CAHUANA CONDORI,1,cusco
ELISEO ESPINOZA BECERRA,0,cusco
EFRAIN CALDERON MERCADO,0,cusco
FABIO CCAHUANA MADUENO,0,cusco
YOLY EDITH LUDENA ZEVALLOS,0,cusco
CARLOS ALBERTO SALAZAR RAMOS,1,cusco
MAYCO LENIN OLIVERA MEDRANO,0,cusco
JUAN MANUEL VERA DELGADO,1,cusco
FREDY VELAZCO SANCHEZ,0,cusco
JORGE WASHINGTON TORRES GOMEZ,0,cusco
MATEO QUISPE CHAVEZ,1,cusco
TITO PEDRAZA CHICHE,0,cusco
RONY JUAN TOCRA HUAMANI,0,cusco
ATILIO GUILLERMO ROJAS MARINEZ,0,cusco
CRISTHIAN YUPANQUI MOSCOSO,0,cusco
EUSTERGIO PALOMINO CABEZAS,1,cusco
MAEDA RUT CONTRERAS BACA,0,cusco
BETSY MADELEINE CHIRINOS ZUNIGA,0,cusco
EDISON LOAYZA HUAMAN,1,cusco
RONALD LOAIZA ZARATE,0,cusco
ALEXIS CHACON HUAMAN,0,cusco
LINO PRISCILIANO FLORES PACHECO,0,cusco
ALFREDO HUAMAN USCAMAYTA,0,cusco
LARRY JESUS CHOQUE CAMPOS,0,cusco
JHON GROBER CONDORI GARCIA,0,cusco
SOREL MANUEL PENA CASTILLO,1,cusco
LUIS AYMA CORNEJO,1,cusco
VILLADIGNO ZARATE QUISPE,0,cusco
ZENON ARTURO MENDOZA VALENCIA,0,cusco
ROGER ORMACHEA ZANABRIA,0,cusco
GAURI MILENA PAGAN LUNA,0,cusco
JUAN CARLOS PAUCAR ALARCON,1,cusco
VIDAL CHAMPI MAMANI,1,cusco
EZDUAR GONGORA ROCCA,0,cusco
ROSIO HUILLCA HUMALLA,0,cusco
ELMER REGUBERTO SIERRA PORRAS,0,cusco
JOSE MANUEL SARA QUISPE,3,cusco
VALERIO COSSIO PACHECO,0,cusco
ELISA SEGURA DIAZ,0,cusco
JHUBER PACHECO AVILA,0,cusco
ROSSE MARY MONTESINOS GARRIDO,0,cusco
JUAN ANTONIO QUINTANILLA GUZMAN,1,cusco
ESMERALDA CUELLAR ZANCHES,0,cusco
WILBER BAUTISTA TARQUI,0,cusco
EDWIN HUAMAN CCORIMANYA,0,cusco
DARWIN CASTILLO BARRANTES,2,cusco
ALEX GUTY ESPEJO OCHARAN,0,cusco
FREDY BLAS PARRILLA RAMIREZ,1,cusco
DINVIC ALVAREZ OLIVERA,0,cusco
YANINA GORETTA CHACON HUERTA,1,cusco
RUBEN ARANA LEON,1,cusco
HUASHINTONG CALLO QUISPE,0,cusco
RUDY ALAIN NIETO SEGURA,0,cusco
JULIO CESAR QUILCA VERGARA,0,cusco
DANIEL JIMENEZ HUANCAHUARE,0,cusco
JERSSON RAUL ALIAGA ELESCANO,1,cusco
JUAN CARBAJAL BLAS,0,cusco
ELIAZAR PUMACHARA TECSI,0,cusco
ANITA DIAZ SIGNAIGO,0,cusco
RAUL JAVIER QUISPE,2,cusco
JORGE FERNANDEZ ZUNIGA,4,cusco
VICTOR REONIL ALARCON NUNEZ,2,cusco
DAVID CARRASCO CONZA,0,cusco
JOSUE ALCIBIADES AYBAR GALDOS,0,cusco
CONSTANTINO SAIRE SAIRE,0,cusco
EDGAR VERA CONDORI,2,cusco
FELIPA OLIVERA FLORES,1,cusco
JUAN CARLOS VARGAS VILLEGAS,3,cusco
HECTOR RUBEN MUNIVE ROMAN,0,cusco
FREDY KAJJIA OLIVERA,0,cusco
VICTOR QUISPE TELLO,1,cusco
NURIEH VENERO MERCADO,1,cusco
EDID CUELLO CCOA,0,cusco
LAURA ORCCOHUARANCCA HOLGADO,0,cusco
FREDY OVIEDO MONTESINOS,0,cusco
LIZ FRINE ALVAREZ GUTIERREZ,0,cusco
TEOFILO ESTRADA ROQUE,0,cusco
ORLANDO CONDORI QUISPE,3,cusco
WILDER CARBAJAL LAURA,0,cusco
ROSA JUANA FLORES CCAPCHA,0,cusco
MARIELA MEJIA HUAMANTTICA,1,cusco
MAGALLY YAJAHIRA HUAMAN PAREDES,0,cusco
GUSTAVO OCHOA CHEVARRIA,0,cusco
RICHARD ALVARADO ITURRIAGA LUNA,0,cusco
RONAL QUISPE GUTIRREZ,0,cusco
WILBERT CESAR SALGADO QUISPE,0,cusco
JULIO CESAR ALEGRIA HUAMAN,1,cusco
ROXANA MAMANI CJUNO,0,cusco
JOSE MOLLO JORDAN,0,cusco
ALAN JIMY APAZA DURAN,0,cusco
CARLIA TELLO TORRES,0,cusco
WILLIAM CONDORI QUISPE,9,cusco
ROSENDO CASTILLO VIZARRETA,0,cusco
MARVIN STIVEN VENTURA CORNEJO,0,cusco
CESARIO GUTIERREZ ROQUE,0,cusco
MARCO HUAMAN CANDIA,0,cusco
GLORIA VALENTINA NINA MONTIEL,0,cusco
NICANOR PALOMINO CARAZAS,1,cusco
LUZ MARINA ZEGARRA DE HUAMAN,0,cusco
OLGA LIBIA CJUNO HUANCA,0,cusco
JULIA GRISELDA MUNIZ DURAN,0,cusco
ELSA GLADYS AGUILAR ANCORI,0,cusco
MILKA DEL ROCIO CURI HUALLPAYUNCA,0,cusco
CHINO YULY MAQQUERE,0,cusco
NANCY CALLAPINA CALLASI,0,cusco
GABRIEL CONDORCAHUA PALACIOS,0,cusco
YESENIA DIAZ BELLIDO,0,cusco
ARTURO CASTANEDA LLAMOZA,0,cusco
JAVIER QUISPE AYMACHOQUE,0,cusco
KENDALL JUNIOR CHUCYA LOZANO,0,cusco
DANNEY DURAN MOZO,1,cusco
PEDRO PABLO CASTRO BERMUDES,0,cusco
YOLY E LUDENA ZEVALLOS,0,cusco
FREDY CJUNO CUBA,0,cusco
OLGA PATRICIA YUPANQUI ASCUE,0,cusco
KETY CASILDA TTITO NAUPA,0,cusco
TONY ALBERTO BAYONA PFOCCORI,0,cusco
OVIDIO SENCIA CHOQUENAIRA,0,cusco
LUCIA MILDRID AUCCATINCO MONROY,0,cusco
AGUSTIN TUPAYACHI CARRILLO,0,cusco
MERK NEYRA JERI,1,cusco
MARIO FERNANDO QUEVEDO VELASCO,0,cusco
PEDRO JESUS VIVANCO PANIURA,0,cusco
HERMINIO TORRES ZEA,2,cusco
EDSON ALVAREZ RAMOS,1,cusco
WILFREDO MIRANDA VARGAS,5,cusco
WILLY CHARALLA GUERRA,0,cusco
INGRID ARESTEGUI RODRIGUEZ,0,cusco
WALKER JOEL PRADA ESLACHIN,2,cusco
ELEAZAR DAVALOS CORONEL,0,cusco
ROLANDO MILTON LAGUNA APAZA,0,cusco
MARILUZ CURI URBINA,0,cusco
EDGAR MASIAS QUISPE,0,cusco
NORMA SOFIA CCOLLATUPA CABRERA,0,cusco
ERNESTO CHOQUEHUAYTA MORALES,0,cusco
EDISON WILLIAMS NAVARRO NUNEZ,2,cusco
WILSON JACINTO ONOFRE,0,cusco
MARIO RAMOS ARANA,2,cusco
IGOR RAMOS CALVO,0,cusco
PAULINA CANCHOHUAMAN ABARCA,0,cusco
JESUS QUISPE CONDORI,1,cusco
RICHARD VASQUEZ TINTAYA,0,cusco
CLARISA NUNEZ CHOCCLLO,1,cusco
HERBERT NINA ARCAYA,0,cusco
HENRY MONTESINOS OCSA,1,cusco
ADRIANA USTO CARAZAS,0,cusco
MARCO FIGUEROA RIMACHE,0,cusco
JOOSEP JHONATHAN CARDENAS MORA,0,cusco
ALFREDO MONTESINOS BARRA,0,cusco
CECILIA CHUCTAYA TTITO,1,cusco
JULIO VICTOR VALER ABARCA,0,cusco
HEIDI CORDOVA AVILES,0,cusco
GIOVANA CASTRO ZAMBRANO,0,cusco
CARLOS ARMANDO MENA ZAVALA,0,cusco
PEDRO ARTURO SAMALVIDES CUBA,0,cusco
ISAAC QUISPE MOROCCO,0,cusco
RONALD BARRIGA ALVAREZ,0,cusco
JUBER A QUISPE YUCA,0,cusco
ABEL ENRIQUE LARICO YERBA,1,cusco
RUTH SALLY CCOYO PAUCAR,0,cusco
LEVI ALINA CUBA VILLAVICENCIO,0,cusco
JUAN CCAHUANA BACA,0,cusco
YONI ZEGARRA RICALDE,0,cusco
JORGE LUIS PAREDES FIGUEROA,3,cusco
JAVIER CIRILO QUISPE HUALLPA,0,cusco
HERBERT HUAMANI ARCE,0,cusco
JORGE LUIS PENA RAMOS,3,cusco
SHEYLA KEFFLIN ARNADO HUACAC,0,cusco
RINA CARDENAS AIKA,0,cusco
ALEX MARIO HUAMAN ROJAS,5,cusco
LITMAN ZEVALLOS CONDE,0,cusco
CESAR TUNI ZUNA,0,cusco
DENNIS TORRES CABEZAS,3,cusco
WILFREDO VALENCIA HERRERA,1,cusco
FREDERICK LEIVA FLORES,0,cusco
MARTHA MARIA PEREZ CLEMENTE,1,cusco
DONY GUAMIL TERAN LOAIZA,0,cusco
HECTOR FUERTES BALDEON,0,cusco
BLANCA ESTELA NUNEZ ORE,0,cusco
JOSE CARMEN OBANDO ALFARO,0,cusco
MIGUEL ANGEL CRUZ MARURI,1,cusco
YURI HELVIS AGUILAR HUAITA,0,cusco
BERTHA MAMANI HERRERA,1,cusco
FREDDY MAR BOMBILLA,0,cusco
YVAN ARTURO LAURA VARGAS,1,cusco
JUNIOR ISAIAS LOAYZA ALVITES,0,cusco
MARLENI YANA RUIZ,0,cusco
ELSA AUCCAYLLA BACA,1,cusco
JENNY ISABEL CORNELIO PARI,0,cusco
ALLAN JOSE RAMOS TOMAYLLA,0,cusco
HUGO VALLADOLID GONZALES,2,cusco
ERNESTO SAYAN MACHACA,0,cusco
JOSE TIBURCIO TORRES ENRIQUEZ,0,cusco
BERNABE SAIRE CHOQUEMAQUI,0,cusco
GLORIA MORMONTOY MADERA,0,cusco
YENY MARLENI CHOQUEMAQUE MAMANI,0,cusco
MERCEDES ORMACHEA TUNQUI,0,cusco
JONAN JAVIER COAQUIRA CALLI,0,cusco
PEDRO PONCE PADIN HUILLCA,0,cusco
ALDO DOMINGUEZ SOSA,0,cusco
FERNANDO PAUCARMAITA SAIRE,0,cusco
ANTONIO VILLANUEVA QUISPE,9,cusco
ERIN A MONTESINOS POBLETE,0,cusco
NEFTALI HUAYLLA BOBADILLA,0,cusco
CRISOLO ACHAHUANCO SOTO,1,cusco
GEMMI ABRILL GAMARRA,0,cusco
CESAR AUGUSTO GUERRA RODRIGUEZ,4,cusco
PATRICIA SALCEDO QUISPE,1,cusco
MARTHA OCHOA YUPANQUI,0,cusco
JAIME ESPINOZA OCHOA,3,cusco
JORGE FIDEL QUIROGA AREVALO,0,cusco
MARCO ANTONIO RAMIREZ MEJIA,5,cusco
LILIAN MARIBEL OLARTE PINARES,0,cusco
EDWIN LOAIZA QQUELLON,0,cusco
ADELMA CCOLLANA CUSIHUAMAN,0,cusco
EFRAIN FREDY MAMANI PILCO,0,cusco
WASHINGTON ANGILO ITURRIAGA,0,cusco
ROBERT FIGUEROA MORMONTOY,0,cusco
JAVIER QUISPE TACO,2,cusco
CARLOS EDUARDO MONASTERIO ALARCON,0,cusco
